,time,max t2m,min t2m,rel. humidity,total precip.,total runoff,surf. moisture,max windgust,disaster_type,hdi_category
6,-15,0.23684697,-0.029380774,-0.31841254,-0.14219627,-0.22466826,-0.8398035,0.5494399,Drought,Very high sHDI
7,-7,0.5500393,-0.0016041577,-0.30103445,-0.28804243,-0.29821435,-0.79434174,-0.114863075,Drought,Very high sHDI
8,-1,0.3421091,-0.13997123,-0.67993295,-0.25114292,-0.3175779,-0.90826494,0.11469501,Drought,Very high sHDI
9,0,0.21856132,-0.23779169,-0.83449477,-0.3091249,-0.23915835,-0.90413076,0.018678155,Drought,Very high sHDI
10,1,0.102859125,-0.077237524,-0.70512426,-0.10176929,-0.21446869,-0.83126944,0.14449528,Drought,Very high sHDI
11,7,0.6165752,0.19715993,-0.720996,-0.31975392,-0.25794712,-0.9344959,0.4205598,Drought,Very high sHDI
12,15,0.40495056,0.12549435,-0.9078208,-0.11850921,-0.22459634,-0.8080878,0.31485468,Drought,Very high sHDI
13,30,0.4777259,0.4824604,-0.3271534,0.0859146,-0.17130527,-0.60492134,-0.40853626,Drought,Very high sHDI
14,45,0.41878566,0.29227844,-0.16772678,-0.075871214,-0.24910566,-0.8549112,0.113635376,Drought,Very high sHDI
15,60,0.43004656,0.52139556,-0.13017438,0.002078581,-0.18618208,-0.499983,0.13208099,Drought,Very high sHDI
16,90,-0.2926279,-0.08950137,0.31949848,0.5651433,0.02189911,-0.16708846,-0.027154744,Drought,Very high sHDI
17,180,0.02008767,-0.07703136,0.20480838,0.018123869,-0.064899154,-0.41493034,-0.10454118,Drought,Very high sHDI
18,365,-0.3131261,-0.53608966,-0.009884846,-0.21763,-0.04407423,-0.20431478,-0.03919025,Drought,Very high sHDI
0,-365,0.24146047,-0.36030695,-0.36280042,-0.19533236,-0.15044732,-0.33300528,-0.2898338,Wildfire,Low sHDI
1,-180,-0.078034416,0.055004112,0.058902122,0.1448315,0.1541768,-0.12491853,-0.08185272,Wildfire,Low sHDI
2,-90,0.1862053,0.05953275,-0.07613537,-0.059216842,-0.06647042,-0.023723336,-0.005889968,Wildfire,Low sHDI
3,-60,-0.14251852,-0.30976528,-0.017064221,-0.03431632,-0.035697598,-0.10583997,-0.10636057,Wildfire,Low sHDI
4,-45,0.34683368,0.14497373,-0.12954006,-0.055947483,-0.26114994,-0.47849062,-0.034591366,Wildfire,Low sHDI
5,-30,0.32902706,0.36808613,-0.13685459,0.3580814,0.15875332,-0.2786735,0.36932918,Wildfire,Low sHDI
6,-15,0.19500916,0.05882137,-0.5451726,-0.075525805,-0.17532478,-0.6449713,0.04852609,Wildfire,Low sHDI
7,-7,0.2870045,0.06345272,-0.51518923,-0.2585331,-0.19875273,-0.47414663,0.046117403,Wildfire,Low sHDI
8,-1,0.4150443,0.067962326,-0.8365114,-0.22837962,-0.007228405,-0.63947856,0.60764813,Wildfire,Low sHDI
9,0,0.14933564,-0.04750816,-0.9481818,-0.25718945,-0.03364575,-0.5202783,0.6988828,Wildfire,Low sHDI
10,1,-0.103866376,-0.43239826,-0.54861957,-0.27973402,-0.0607309,-0.5413138,0.25337,Wildfire,Low sHDI
11,7,0.48086557,0.025172153,-0.2661768,-0.09465183,-0.055571772,-0.65685934,0.11183263,Wildfire,Low sHDI
12,15,0.3066403,0.122361965,-0.3943351,-0.09397101,-0.22452529,-0.72108823,0.12591273,Wildfire,Low sHDI
13,30,0.1081495,0.07033961,-0.19816318,-0.08607015,-0.007824931,-0.57444036,-0.0099006295,Wildfire,Low sHDI
14,45,0.51785713,0.29009676,-0.18770555,-0.08185533,-0.19430111,-0.5301369,0.34995496,Wildfire,Low sHDI
15,60,0.20159344,0.31041303,-0.14204982,-0.20751992,-0.11890745,-0.54144794,0.05762378,Wildfire,Low sHDI
16,90,-0.12747604,-0.06805941,0.11949166,-0.08014776,-0.116509296,-0.31915826,-0.11177643,Wildfire,Low sHDI
17,180,0.27555546,-0.031683292,-0.050895207,0.038799927,-0.020847619,-0.17128228,-0.17818357,Wildfire,Low sHDI
18,365,-0.2930938,-0.3084153,0.122805156,0.2912778,0.05326033,-0.17002079,-0.155615,Wildfire,Low sHDI
0,-365,-0.08945478,-0.02137169,0.19910236,-0.09124807,0.00048941816,0.18461372,-0.18835601,Wildfire,Medium sHDI
1,-180,0.3956968,0.3059516,-0.37051287,-0.18477957,-0.06127338,-0.2206258,-0.06882137,Wildfire,Medium sHDI
2,-90,-0.041052803,-0.06798571,0.14824758,-0.100015275,-0.05944959,-0.18657131,0.06463601,Wildfire,Medium sHDI
3,-60,0.17876147,-0.08143753,0.0356627,-0.067126684,-0.056465186,-0.2406689,-0.043276075,Wildfire,Medium sHDI
4,-45,0.026070675,-0.09750794,-0.14896771,-0.16197872,-0.17940474,-0.50068897,0.29772437,Wildfire,Medium sHDI
5,-30,-0.03071999,-0.16773298,-0.008046978,0.019803042,-0.018838365,-0.19649673,-0.01338003,Wildfire,Medium sHDI
6,-15,0.073247015,-0.14582546,-0.12162157,-0.12173153,-0.2150876,-0.5328144,0.14736858,Wildfire,Medium sHDI
7,-7,0.20526962,0.16337913,-0.07940189,-0.015590127,-0.17492723,-0.5567956,0.39751613,Wildfire,Medium sHDI
8,-1,0.2407573,-0.07690839,-0.4272335,-0.135854,-0.13253646,-0.61860263,0.297588,Wildfire,Medium sHDI
9,0,0.08445024,-0.24454714,-0.59077203,-0.2091628,-0.15630513,-0.448926,0.39457092,Wildfire,Medium sHDI
10,1,-0.09762559,-0.36223954,-0.6741377,-0.28009757,-0.17228669,-0.4203298,0.37669182,Wildfire,Medium sHDI
11,7,0.16263469,-0.13808031,-0.41349012,-0.041209776,-0.13369228,-0.46331185,0.04731595,Wildfire,Medium sHDI
12,15,0.33716083,0.03986678,-0.47667205,-0.21389851,-0.15089726,-0.580758,0.06141419,Wildfire,Medium sHDI
13,30,0.034554694,-0.063182786,-0.0808692,-0.12567896,-0.2007201,-0.573959,0.11851299,Wildfire,Medium sHDI
14,45,-0.041808903,0.12226458,0.0772188,0.21641438,0.016613478,-0.21326588,-0.13185,Wildfire,Medium sHDI
15,60,-0.028899748,-0.08398056,-0.07327347,-0.17898774,-0.15738927,-0.28330854,0.008577229,Wildfire,Medium sHDI
16,90,-0.033277605,-0.3357689,-0.03967008,-0.11371766,-0.15190664,-0.0849103,-0.029727155,Wildfire,Medium sHDI
17,180,0.041766386,0.19923514,0.084637284,0.13374278,0.30814174,0.02744246,0.057096925,Wildfire,Medium sHDI
18,365,-0.06887294,-0.021458473,0.042802274,-0.11733758,-0.044655956,0.04218837,-0.06842253,Wildfire,Medium sHDI
0,-365,-0.02495971,-0.026790075,0.13389678,0.13549308,0.2213826,0.23141278,0.12346607,Wildfire,High sHDI
1,-180,-0.2007795,-0.17959875,0.21293402,-0.10472877,-0.046950802,-0.026795097,-0.06297014,Wildfire,High sHDI
2,-90,-0.13021417,-0.27161658,-0.013500035,-0.24465065,-0.14695932,-0.24586168,-0.25630978,Wildfire,High sHDI
3,-60,-0.06395775,-0.13541998,-0.04954504,0.033985287,-0.05434485,-0.22253671,-0.09505153,Wildfire,High sHDI
4,-45,0.30291682,0.10331381,-0.2725172,-0.13444503,-0.1304095,-0.26552415,-0.0987009,Wildfire,High sHDI
5,-30,-0.0046566776,-0.044769987,-0.18966295,-0.092023,-0.14070453,-0.14771901,-0.011653851,Wildfire,High sHDI
6,-15,0.24272682,0.07133482,-0.14864093,-0.1426552,-0.16914812,-0.32442653,-0.11143902,Wildfire,High sHDI
7,-7,0.35428777,0.3168608,-0.1341375,-0.18944962,-0.26966283,-0.5403643,-0.12683305,Wildfire,High sHDI
8,-1,0.61565644,0.412188,-0.6835478,-0.084361,-0.19650926,-0.6523378,0.3726884,Wildfire,High sHDI
9,0,0.71460307,0.43488446,-0.9409051,-0.23417065,-0.19609839,-0.49723178,0.62452406,Wildfire,High sHDI
10,1,0.45798385,0.46801195,-0.7334542,-0.09156113,-0.15835604,-0.5229486,0.43514022,Wildfire,High sHDI
11,7,0.35895833,0.2753917,-0.28631482,-0.08448012,-0.17692152,-0.46865845,-0.04890111,Wildfire,High sHDI
12,15,0.30065128,0.30019316,-0.19689164,-0.029225308,-0.15506597,-0.39965865,-0.07375576,Wildfire,High sHDI
13,30,0.18467076,0.14641236,-0.14911523,-0.026307821,-0.20742585,-0.43026924,0.19444181,Wildfire,High sHDI
14,45,0.33756205,0.26672217,-0.17752986,-0.26419201,-0.2582022,-0.5083202,-0.2038358,Wildfire,High sHDI
15,60,0.094202764,-0.009645737,-0.12684469,-0.032327168,-0.18281612,-0.23552424,-0.0650601,Wildfire,High sHDI
16,90,0.11489808,0.02657782,-0.28100213,0.091081664,-0.058740925,-0.14486982,0.09089105,Wildfire,High sHDI
17,180,0.15694943,0.14492878,-0.0014947021,-0.15281808,-0.17531648,-0.31155613,-0.033300046,Wildfire,High sHDI
18,365,-0.036173515,-0.07218657,-0.13585748,0.007857779,-0.035290577,-0.2255886,-0.06711347,Wildfire,High sHDI
0,-365,-0.12290276,-0.1211252,0.08462391,0.005827404,-0.0085839415,0.00989164,-0.10657505,Wildfire,Very high sHDI
1,-180,0.011534808,0.045271896,-0.06035614,-0.045816027,0.015952585,-0.18257289,-0.015835565,Wildfire,Very high sHDI
2,-90,-0.0100964075,0.06362142,0.08886695,-0.03431248,-0.060442653,-0.23397715,0.07388875,Wildfire,Very high sHDI
3,-60,0.032896798,-0.0800005,-0.024822276,-0.01606663,-0.044787347,-0.24847096,0.09469827,Wildfire,Very high sHDI
4,-45,0.15498975,0.12789102,-0.017640376,-0.109349065,-0.15310054,-0.2831642,0.0012094155,Wildfire,Very high sHDI
5,-30,-0.062689,-0.07343802,-0.13650528,-0.035414655,-0.09377245,-0.33915573,0.12036445,Wildfire,Very high sHDI
6,-15,0.054182984,0.0918699,0.037295356,-0.006037689,-0.09295809,-0.36137044,0.10882178,Wildfire,Very high sHDI
7,-7,0.27200842,0.0045871236,-0.28285664,-0.1759242,-0.19491424,-0.47909066,-0.025811149,Wildfire,Very high sHDI
8,-1,0.65255505,0.4275796,-0.6319211,-0.1816057,-0.19585235,-0.54666847,0.30472258,Wildfire,Very high sHDI
9,0,0.6107751,0.3443043,-0.7847739,-0.16278554,-0.17199215,-0.5398782,0.6180267,Wildfire,Very high sHDI
10,1,0.4422933,0.31058854,-0.80267626,-0.11697262,-0.16159235,-0.52497596,0.4292345,Wildfire,Very high sHDI
11,7,0.13954733,0.017490076,-0.24808197,-0.05086364,-0.13887453,-0.40751195,0.086873196,Wildfire,Very high sHDI
12,15,0.08559369,-0.006624031,-0.13885768,-0.0366332,-0.16314326,-0.3839898,0.0008387422,Wildfire,Very high sHDI
13,30,0.19062649,0.09442209,-0.14369942,-0.15109071,-0.16814291,-0.39540818,-0.04186127,Wildfire,Very high sHDI
14,45,0.09568637,0.07287641,-0.14711978,-0.059965372,-0.1415267,-0.3632113,0.045236953,Wildfire,Very high sHDI
15,60,-0.009137011,-0.013258317,-0.056638334,-0.024843877,-0.13033272,-0.17754963,0.016232476,Wildfire,Very high sHDI
16,90,-0.18970363,-0.29773095,-0.031860232,-0.06237166,-0.07096143,-0.22699758,0.06766176,Wildfire,Very high sHDI
17,180,-0.116145656,0.009485875,0.21055165,0.14373554,0.016945595,0.10815042,0.14974043,Wildfire,Very high sHDI
18,365,0.021065533,0.07673811,0.10842459,0.039088905,0.035264064,-0.011408014,-0.024219042,Wildfire,Very high sHDI
